Timestamp,Flow_Count,Attack_Count,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,Pkt Len Mean,Pkt Len Std,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Down/Up Ratio,Attack_Ratio,State_Label,Time_Window,TTL,Packet_Length,Payload_Size,TCP_Window,SYN,ACK,FIN,RST,PSH,URG,Fragment_Offset,More_Fragments,Retransmission,Packet_Count
2018-02-14 01:00:00,131,0,0.0834988024929455,-0.0338061259227128,-0.0333147945749075,0.0035207881536876,-0.0256622562030882,-0.0134716506730328,-0.4664265161058111,0.1658493475387306,0.301778683417854,0.2013965698070013,0.3360454823243741,0.0443560674671818,0.1276547121726355,-0.0704010080023355,0.579749405038405,0.1990254240972897,-0.0585767920433423,-0.2309097503472889,-0.4444558815042809,0.0,Benign,2018-02-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:00:10,548,0,0.1690527857224515,-0.0360158023333304,-0.0195544342091308,-0.0103121236381728,-0.0117358360029293,0.044984540478516,-0.4501202104280302,-0.0705791881067922,0.1300541348789747,-0.0491985830654256,0.1192066344094203,0.3747551883151512,0.2340054615372472,0.038860241813536,-0.1282168662159925,-0.2459882850767334,-0.423678632515907,-0.3265370460300784,0.1143592533121216,0.0,Benign,2018-02-14 01:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:00:20,562,0,0.2678418241857571,0.0313394734172209,0.0271530190175861,-0.0020054264552532,0.0272293611755587,-0.0268858795510487,-0.4634343545261865,-0.0714942204904668,0.2236756360923606,-0.0258352502942996,0.3035666297882099,0.4258006121529092,0.2523885028017346,-0.0989353427811916,-0.0844634855278211,-0.3234271679106348,-0.4322098212723486,-0.2894793420113675,0.1546709338659473,0.0,Benign,2018-02-14 01:00:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:00:30,401,0,0.1932739674231738,0.012081442105821,0.035177654481829,0.0003487674857217,0.0383693919591145,-0.0328531082674913,-0.4756443095394487,-0.0771835183338317,0.0877177528963725,-0.0572586812628269,0.0659797997749744,0.5150381324297614,0.3346646589460085,-0.1342915768368119,0.1421706795533036,-0.3207074639570921,-0.2931421303377298,-0.3024935265183845,0.1233191839416966,0.0,Benign,2018-02-14 01:00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:00:40,662,0,0.3025978604130037,-0.0061901163402802,-0.0005737512415111,-0.0044571191238955,0.003572115520075,0.0287690240500781,-0.456408825288073,-0.0463529612471611,0.2769653982033944,-0.0064073171200579,0.2969193640615772,0.3915961731979189,0.2668992558027234,-0.0338499835188994,-0.0481619835795436,-0.3169106513347378,-0.4230162096913473,-0.2879471812028862,0.1410719599072274,0.0,Benign,2018-02-14 01:00:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:00:50,418,0,0.0594851727737658,-0.0530931731674815,-0.0400203734141512,-0.0125014499137851,-0.0244145346827316,-0.0226317742658839,-0.4441877829816751,-0.0598754705628497,0.1498560129363917,-0.0365360995699799,0.1128290988756416,0.0721853267978007,0.0312160458559166,0.0874830265570803,-0.0804036964084516,0.2165200004516762,-0.5156497555564165,-0.1659871177861606,-0.263766905819812,0.0,Benign,2018-02-14 01:00:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:01:00,141,0,0.0541508934004512,0.4240132100111607,0.3205110015581732,-0.0008998093021519,0.3352447052093522,-0.0462145263309126,-0.4184297954163588,0.0925952755881564,0.0851373667179207,0.1319089044288689,0.1679071660789166,-0.0070074678567164,0.0140672035116891,-0.0330509540308176,0.4515001959050503,0.4966866644400602,-0.3562931617338601,0.1286360439157666,-0.4459882527299362,0.0,Benign,2018-02-14 01:01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:01:10,162,0,0.2831969328086888,-0.0223932906218099,-0.0065466293212755,-0.0048084084542299,-8.469255927611584e-05,-0.0529492307470974,-0.3874721787861964,0.3170338171849363,0.0096401460166452,0.3200932585940402,0.0911834799995996,0.0398044328654014,0.0199825195308004,-0.1269245881784515,0.4616015946523263,0.2987192260666961,-0.3599753649520927,-0.0118387049939108,-0.2454799608618666,0.0,Benign,2018-02-14 01:01:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:01:20,146,0,-0.0303570441011551,-0.0352744496012465,-0.0337565328330897,0.0038925367036511,-0.0247837480677691,-0.0519956561625751,-0.4455663123766532,0.1888095683211256,0.0066763786711521,0.1810437935225981,-0.0175000910728208,0.1477849226922332,0.2236710077561851,-0.0801499113899402,0.569562023455405,0.2259680711784155,-0.0920824705406739,0.1534977090581984,-0.3497427449267897,0.0,Benign,2018-02-14 01:01:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:01:30,221,0,0.1863711501864823,-0.0116478003143609,-0.0049051314516314,-8.801271935750402e-05,-0.003896785971821,-0.0445666233766395,-0.4373998941093012,0.1161109357639505,0.1590278178554377,0.1162125651645909,0.2123154662926158,0.4199044275055338,0.3598777545971475,0.0315728155165756,0.4697649874860978,-0.0639638555740881,-0.1823251261699262,-0.1077973339895438,-0.1330690345027314,0.0,Benign,2018-02-14 01:01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
