Timestamp,Flow_Count,Attack_Count,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,Pkt Len Mean,Pkt Len Std,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Down/Up Ratio,Attack_Ratio,State_Label
2018-02-14 01:00:00,131,0,0.08349880249294556,-0.03380612592271285,-0.033314794574907554,0.003520788153687699,-0.025662256203088207,-0.013471650673032808,-0.46642651610581115,0.16584934753873068,0.301778683417854,0.20139656980700132,0.3360454823243741,0.04435606746718183,0.12765471217263555,-0.07040100800233559,0.579749405038405,0.1990254240972897,-0.058576792043342374,-0.2309097503472889,-0.4444558815042809,0.0,Benign
2018-02-14 01:00:10,548,0,0.16905278572245158,-0.036015802333330495,-0.01955443420913083,-0.010312123638172882,-0.011735836002929314,0.044984540478516015,-0.45012021042803024,-0.07057918810679223,0.13005413487897474,-0.0491985830654256,0.11920663440942038,0.37475518831515126,0.2340054615372472,0.03886024181353608,-0.12821686621599254,-0.24598828507673348,-0.423678632515907,-0.3265370460300784,0.1143592533121216,0.0,Benign
2018-02-14 01:00:20,562,0,0.2678418241857571,0.0313394734172209,0.027153019017586193,-0.00200542645525325,0.02722936117555875,-0.026885879551048705,-0.4634343545261865,-0.07149422049046686,0.2236756360923606,-0.025835250294299623,0.3035666297882099,0.42580061215290926,0.2523885028017346,-0.09893534278119169,-0.08446348552782118,-0.32342716791063486,-0.4322098212723486,-0.2894793420113675,0.15467093386594738,0.0,Benign
2018-02-14 01:00:30,401,0,0.19327396742317385,0.012081442105821086,0.035177654481829045,0.0003487674857217141,0.038369391959114534,-0.03285310826749135,-0.4756443095394487,-0.07718351833383175,0.08771775289637253,-0.057258681262826905,0.06597979977497441,0.5150381324297614,0.3346646589460085,-0.1342915768368119,0.1421706795533036,-0.3207074639570921,-0.29314213033772984,-0.3024935265183845,0.12331918394169662,0.0,Benign
2018-02-14 01:00:40,662,0,0.30259786041300374,-0.006190116340280208,-0.0005737512415111904,-0.004457119123895521,0.0035721155200750107,0.028769024050078123,-0.456408825288073,-0.046352961247161144,0.27696539820339444,-0.006407317120057947,0.29691936406157726,0.39159617319791895,0.2668992558027234,-0.033849983518899465,-0.04816198357954363,-0.3169106513347378,-0.4230162096913473,-0.28794718120288626,0.14107195990722748,0.0,Benign
2018-02-14 01:00:50,418,0,0.05948517277376585,-0.05309317316748158,-0.040020373414151204,-0.012501449913785108,-0.024414534682731668,-0.022631774265883906,-0.44418778298167516,-0.05987547056284971,0.1498560129363917,-0.03653609956997999,0.11282909887564165,0.07218532679780071,0.031216045855916603,0.08748302655708037,-0.08040369640845162,0.21652000045167627,-0.5156497555564165,-0.16598711778616063,-0.26376690581981205,0.0,Benign
2018-02-14 01:01:00,141,0,0.05415089340045121,0.42401321001116077,0.32051100155817325,-0.0008998093021519867,0.33524470520935223,-0.0462145263309126,-0.4184297954163588,0.09259527558815647,0.08513736671792077,0.13190890442886893,0.16790716607891662,-0.007007467856716452,0.014067203511689183,-0.03305095403081767,0.45150019590505036,0.49668666444006027,-0.3562931617338601,0.1286360439157666,-0.4459882527299362,0.0,Benign
2018-02-14 01:01:10,162,0,0.28319693280868885,-0.022393290621809933,-0.006546629321275521,-0.004808408454229962,-8.469255927611584e-05,-0.052949230747097446,-0.3874721787861964,0.31703381718493634,0.00964014601664523,0.3200932585940402,0.09118347999959969,0.03980443286540146,0.019982519530800463,-0.12692458817845156,0.46160159465232636,0.2987192260666961,-0.35997536495209276,-0.011838704993910838,-0.24547996086186663,0.0,Benign
2018-02-14 01:01:20,146,0,-0.030357044101155178,-0.035274449601246566,-0.03375653283308973,0.0038925367036511333,-0.02478374806776918,-0.05199565616257517,-0.44556631237665323,0.18880956832112566,0.0066763786711521046,0.18104379352259817,-0.01750009107282082,0.1477849226922332,0.22367100775618512,-0.08014991138994024,0.569562023455405,0.2259680711784155,-0.0920824705406739,0.15349770905819843,-0.34974274492678975,0.0,Benign
2018-02-14 01:01:30,221,0,0.1863711501864823,-0.011647800314360924,-0.004905131451631448,-8.801271935750402e-05,-0.0038967859718210492,-0.04456662337663956,-0.43739989410930125,0.11611093576395055,0.15902781785543774,0.11621256516459097,0.2123154662926158,0.41990442750553386,0.3598777545971475,0.031572815516575696,0.4697649874860978,-0.0639638555740881,-0.1823251261699262,-0.1077973339895438,-0.13306903450273147,0.0,Benign
